Date,Close
2017-01-03 16:00:00,51.98
2017-01-04 16:00:00,53.07
2017-01-05 16:00:00,53.06
2017-01-06 16:00:00,53.91
2017-01-09 16:00:00,53.38
2017-01-10 16:00:00,53.11
2017-01-11 16:00:00,52.69
2017-01-12 16:00:00,52.4
2017-01-13 16:00:00,52.92
2017-01-17 16:00:00,53.65
2017-01-18 16:00:00,53.27
2017-01-19 16:00:00,52.93
2017-01-20 16:00:00,53.2
2017-01-23 16:00:00,53.24
2017-01-24 16:00:00,53.45
2017-01-25 16:00:00,53.86
2017-01-26 16:00:00,53.65
2017-01-27 16:00:00,53.19
2017-01-30 16:00:00,53.08
2017-01-31 16:00:00,52.9
2017-02-01 16:00:00,53.02
2017-02-02 16:00:00,52.8
2017-02-03 16:00:00,52.36
2017-02-06 16:00:00,52.8
2017-02-07 16:00:00,52.81
2017-02-08 16:00:00,53.88
2017-02-09 16:00:00,55.31
2017-02-10 16:00:00,56.22
2017-02-13 16:00:00,56.09
2017-02-14 16:00:00,56.45
2017-02-15 16:00:00,56.64
2017-02-16 16:00:00,56.29
2017-02-17 16:00:00,56.75
2017-02-21 16:00:00,57.36
2017-02-22 16:00:00,58.24
2017-02-23 16:00:00,57.39
2017-02-24 16:00:00,57.86
2017-02-27 16:00:00,57.69
2017-02-28 16:00:00,57.16
2017-03-01 16:00:00,57.95
2017-03-02 16:00:00,57.8
2017-03-03 16:00:00,56.7
2017-03-06 16:00:00,56.77
2017-03-07 16:00:00,56.55
2017-03-08 16:00:00,56.51
2017-03-09 16:00:00,56.36
2017-03-10 16:00:00,56.43
2017-03-13 16:00:00,56.67
2017-03-14 16:00:00,57.28
2017-03-15 16:00:00,57.66
2017-03-16 16:00:00,57.6
2017-03-17 16:00:00,57.8
2017-03-20 16:00:00,58.68
2017-03-21 16:00:00,58.01
2017-03-22 16:00:00,53.92
2017-03-23 16:00:00,55.37
2017-03-24 16:00:00,56.36
2017-03-27 16:00:00,55.93
2017-03-28 16:00:00,56.62
2017-03-29 16:00:00,56.68
2017-03-30 16:00:00,56.04
2017-03-31 16:00:00,55.73
2017-04-03 16:00:00,55.56
2017-04-04 16:00:00,55.04
2017-04-05 16:00:00,54.98
2017-04-06 16:00:00,55.14
2017-04-07 16:00:00,55.11
2017-04-10 16:00:00,54.9
2017-04-11 16:00:00,54.92
2017-04-12 16:00:00,55.57
2017-04-13 16:00:00,55.34
2017-04-17 16:00:00,56.24
2017-04-18 16:00:00,56.11
2017-04-19 16:00:00,55.86
2017-04-20 16:00:00,56.4
2017-04-21 16:00:00,55.85
2017-04-24 16:00:00,55.47
2017-04-25 16:00:00,55.45
2017-04-26 16:00:00,55.16
2017-04-27 16:00:00,55.47
2017-04-28 16:00:00,55.41
2017-05-01 16:00:00,54.99
2017-05-02 16:00:00,55.07
2017-05-03 16:00:00,54.53
2017-05-04 16:00:00,54.47
2017-05-05 16:00:00,53.95
2017-05-08 16:00:00,54.3
2017-05-09 16:00:00,54.89
2017-05-10 16:00:00,54.56
2017-05-11 16:00:00,54.24
2017-05-12 16:00:00,54.2
2017-05-15 16:00:00,53.77
2017-05-16 16:00:00,52.78
2017-05-17 16:00:00,51.8
2017-05-18 16:00:00,51.68
2017-05-19 16:00:00,51.77
2017-05-22 16:00:00,51.57
2017-05-23 16:00:00,52.2
2017-05-24 16:00:00,52.01
2017-05-25 16:00:00,52.35
2017-05-26 16:00:00,52.59
2017-05-30 16:00:00,52.92
2017-05-31 16:00:00,52.99
2017-06-01 16:00:00,52.3
2017-06-02 16:00:00,52.98
2017-06-05 16:00:00,53.01
2017-06-06 16:00:00,52.48
2017-06-07 16:00:00,53.23
2017-06-08 16:00:00,53.2
2017-06-09 16:00:00,53.46
2017-06-12 16:00:00,54.03
2017-06-13 16:00:00,54.31
2017-06-14 16:00:00,54.66
2017-06-15 16:00:00,52.9
2017-06-16 16:00:00,51.1
2017-06-19 16:00:00,52.02
2017-06-20 16:00:00,51.56
2017-06-21 16:00:00,52.59
2017-06-22 16:00:00,52.4
2017-06-23 16:00:00,52.85
2017-06-26 16:00:00,53.28
2017-06-27 16:00:00,52.95
2017-06-28 16:00:00,53.36
2017-06-29 16:00:00,53.17
2017-06-30 16:00:00,59
2017-07-03 16:00:00,58.65
2017-07-05 16:00:00,57.56
2017-07-06 16:00:00,57.16
2017-07-07 16:00:00,57.98
2017-07-10 16:00:00,58.73
2017-07-11 16:00:00,58.18
2017-07-12 16:00:00,58.22
2017-07-13 16:00:00,57.94
2017-07-14 16:00:00,58
2017-07-17 16:00:00,57.79
2017-07-18 16:00:00,57.65
2017-07-19 16:00:00,57.77
2017-07-20 16:00:00,59.1
2017-07-21 16:00:00,59.95
2017-07-24 16:00:00,58.95
2017-07-25 16:00:00,59.39
2017-07-26 16:00:00,58.36
2017-07-27 16:00:00,58.15
2017-07-28 16:00:00,58.67
2017-07-31 16:00:00,59.05
2017-08-01 16:00:00,59.84
2017-08-02 16:00:00,59.79
2017-08-03 16:00:00,60.14
2017-08-04 16:00:00,59.76
2017-08-07 16:00:00,59.79
2017-08-08 16:00:00,59.46
2017-08-09 16:00:00,59.9
2017-08-10 16:00:00,59.07
2017-08-11 16:00:00,58.97
2017-08-14 16:00:00,59.78
2017-08-15 16:00:00,58.56
2017-08-16 16:00:00,58.54
2017-08-17 16:00:00,57.46
2017-08-18 16:00:00,54.95
2017-08-21 16:00:00,53.61
2017-08-22 16:00:00,54.13
2017-08-23 16:00:00,53.61
2017-08-24 16:00:00,53.84
2017-08-25 16:00:00,53.9
2017-08-28 16:00:00,53.73
2017-08-29 16:00:00,52.73
2017-08-30 16:00:00,52.56
2017-08-31 16:00:00,52.81
2017-09-01 16:00:00,53.36
2017-09-05 16:00:00,53.01
2017-09-06 16:00:00,52.76
2017-09-07 16:00:00,52.39
2017-09-08 16:00:00,52.2
2017-09-11 16:00:00,53.03
2017-09-12 16:00:00,53.4
2017-09-13 16:00:00,53.52
2017-09-14 16:00:00,53.73
2017-09-15 16:00:00,53.87
2017-09-18 16:00:00,53.5
2017-09-19 16:00:00,53.33
2017-09-20 16:00:00,53.56
2017-09-21 16:00:00,53.19
2017-09-22 16:00:00,53.24
2017-09-25 16:00:00,53.23
2017-09-26 16:00:00,53.7
2017-09-27 16:00:00,52.67
2017-09-28 16:00:00,52.63
2017-09-29 16:00:00,51.85
2017-10-02 16:00:00,51.87
2017-10-03 16:00:00,51.47
2017-10-04 16:00:00,52.08
2017-10-05 16:00:00,52.18
2017-10-06 16:00:00,52.42
2017-10-09 16:00:00,51.52
2017-10-10 16:00:00,51.53
2017-10-11 16:00:00,51.03
2017-10-12 16:00:00,50.83
2017-10-13 16:00:00,50.98
2017-10-16 16:00:00,51.37
2017-10-17 16:00:00,52
2017-10-18 16:00:00,52.3
2017-10-19 16:00:00,52.69
2017-10-20 16:00:00,53.06
2017-10-23 16:00:00,53.66
2017-10-24 16:00:00,53.42
2017-10-25 16:00:00,54.94
2017-10-26 16:00:00,56.81
2017-10-27 16:00:00,55.96
2017-10-30 16:00:00,55.27
2017-10-31 16:00:00,54.99
2017-11-01 16:00:00,55.07
2017-11-02 16:00:00,55.12
2017-11-03 16:00:00,55.71
2017-11-06 16:00:00,56.04
2017-11-07 16:00:00,55.15
2017-11-08 16:00:00,55.76
2017-11-09 16:00:00,56.13
2017-11-10 16:00:00,56.09
2017-11-13 16:00:00,55.91
2017-11-14 16:00:00,55.98
2017-11-15 16:00:00,56.63
2017-11-16 16:00:00,57.23
2017-11-17 16:00:00,59.19
2017-11-20 16:00:00,59.25
2017-11-21 16:00:00,59.39
2017-11-22 16:00:00,59.07
2017-11-24 13:00:00,59.32
2017-11-27 16:00:00,59.63
2017-11-28 16:00:00,59.58
2017-11-29 16:00:00,60.36
2017-11-30 16:00:00,60.42
2017-12-01 16:00:00,59.88
2017-12-04 16:00:00,60.1
2017-12-05 16:00:00,60.42
2017-12-06 16:00:00,59.72
2017-12-07 16:00:00,60.6
2017-12-08 16:00:00,61.3
2017-12-11 16:00:00,61.91
2017-12-12 16:00:00,62.17
2017-12-13 16:00:00,64.3
2017-12-14 16:00:00,64.53
2017-12-15 16:00:00,64.79
2017-12-18 16:00:00,64.81
2017-12-19 16:00:00,64.24
2017-12-20 16:00:00,63.59
2017-12-21 16:00:00,64.77
2017-12-22 16:00:00,63.29
2017-12-26 16:00:00,63.65
2017-12-27 16:00:00,62.95
2017-12-28 16:00:00,62.95
2017-12-29 16:00:00,62.55
2018-01-02 16:00:00,63.49
2018-01-03 16:00:00,63.48
2018-01-04 16:00:00,63.44
2018-01-05 16:00:00,63.98
2018-01-08 16:00:00,64.55
2018-01-09 16:00:00,64.09
2018-01-10 16:00:00,64.22
2018-01-11 16:00:00,64.29
2018-01-12 16:00:00,64.67
2018-01-16 16:00:00,63.42
2018-01-17 16:00:00,63.81
2018-01-18 16:00:00,64.11
2018-01-19 16:00:00,67.21
2018-01-22 16:00:00,66.39
2018-01-23 16:00:00,67.14
2018-01-24 16:00:00,68
2018-01-25 16:00:00,67.71
2018-01-26 16:00:00,68.04
2018-01-29 16:00:00,67.58
2018-01-30 16:00:00,67.33
2018-01-31 16:00:00,68.22
2018-02-01 16:00:00,67.65
2018-02-02 16:00:00,67.22
2018-02-05 16:00:00,64.39
2018-02-06 16:00:00,65.22
2018-02-07 16:00:00,65.63
2018-02-08 16:00:00,62.49
2018-02-09 16:00:00,65.49
2018-02-12 16:00:00,65.98
2018-02-13 16:00:00,65.87
2018-02-14 16:00:00,67.96
2018-02-15 16:00:00,68.29
2018-02-16 16:00:00,68.3
2018-02-20 16:00:00,67.49
2018-02-21 16:00:00,67.05
2018-02-22 16:00:00,67.13
2018-02-23 16:00:00,68.16
2018-02-26 16:00:00,69.65
2018-02-27 16:00:00,68.03
2018-02-28 16:00:00,67.03
2018-03-01 16:00:00,66.32
2018-03-02 16:00:00,65.89
2018-03-05 16:00:00,65.05
2018-03-06 16:00:00,65.24
2018-03-07 16:00:00,64.17
2018-03-08 16:00:00,65.11
2018-03-09 16:00:00,66.3
2018-03-12 16:00:00,66.82
2018-03-13 16:00:00,66.17
2018-03-14 16:00:00,66.2
2018-03-15 16:00:00,66.39
2018-03-16 16:00:00,65.91
2018-03-19 16:00:00,65.71
2018-03-20 16:00:00,66.8
2018-03-21 16:00:00,66.35
2018-03-22 16:00:00,64.42
2018-03-23 16:00:00,64.63
2018-03-26 16:00:00,65.9
2018-03-27 16:00:00,66.17
2018-03-28 16:00:00,65.44
2018-03-29 16:00:00,66.44
2018-04-02 16:00:00,64.12
2018-04-03 16:00:00,66.7
2018-04-04 16:00:00,68.42
2018-04-05 16:00:00,69.59
2018-04-06 16:00:00,67.55
2018-04-09 16:00:00,67.18
2018-04-10 16:00:00,67
2018-04-11 16:00:00,66.83
2018-04-12 16:00:00,67.77
2018-04-13 16:00:00,67.25
2018-04-16 16:00:00,67.06
2018-04-17 16:00:00,67.51
2018-04-18 16:00:00,66.2
2018-04-19 16:00:00,65.73
2018-04-20 16:00:00,66.09
2018-04-23 16:00:00,66.88
2018-04-24 16:00:00,66.97
2018-04-25 16:00:00,66.67
2018-04-26 16:00:00,68.05
2018-04-27 16:00:00,69.56
2018-04-30 16:00:00,68.39
2018-05-01 16:00:00,68.1
2018-05-02 16:00:00,68.26
2018-05-03 16:00:00,66.9
2018-05-04 16:00:00,68.1
2018-05-07 16:00:00,69.34
2018-05-08 16:00:00,68.46
2018-05-09 16:00:00,67.95
2018-05-10 16:00:00,67.92
2018-05-11 16:00:00,68.43
2018-05-14 16:00:00,68.84
2018-05-15 16:00:00,69.5
2018-05-16 16:00:00,71.34
2018-05-17 16:00:00,70.94
2018-05-18 16:00:00,71.32
2018-05-21 16:00:00,71.38
2018-05-22 16:00:00,71.31
2018-05-23 16:00:00,71.34
2018-05-24 16:00:00,72.18
2018-05-25 16:00:00,72.25
2018-05-29 16:00:00,70.92
2018-05-30 16:00:00,72.23
2018-05-31 16:00:00,72.23
2018-06-01 16:00:00,72.76
2018-06-04 16:00:00,73.83
2018-06-05 16:00:00,74.05
2018-06-06 16:00:00,74.75
2018-06-07 16:00:00,74.76
2018-06-08 16:00:00,74.9
2018-06-11 16:00:00,74.59
2018-06-12 16:00:00,74.29
2018-06-13 16:00:00,74.11
2018-06-14 16:00:00,74.7
2018-06-15 16:00:00,75.84
2018-06-18 16:00:00,75.61
2018-06-19 16:00:00,74.26
2018-06-20 16:00:00,74.72
2018-06-21 16:00:00,73.94
2018-06-22 16:00:00,73.43
2018-06-25 16:00:00,72.35
2018-06-26 16:00:00,72.56
2018-06-27 16:00:00,71.35
2018-06-28 16:00:00,71.7
2018-06-29 16:00:00,79.68
2018-07-02 16:00:00,78.35
2018-07-03 13:00:00,76.28
2018-07-05 16:00:00,76.55
2018-07-06 16:00:00,76.48
2018-07-09 16:00:00,77.28
2018-07-10 16:00:00,77.57
2018-07-11 16:00:00,77.36
2018-07-12 16:00:00,77.37
2018-07-13 16:00:00,77.38
2018-07-16 16:00:00,77.75
2018-07-17 16:00:00,77.47
2018-07-18 16:00:00,76.59
2018-07-19 16:00:00,76.95
2018-07-20 16:00:00,76.96
2018-07-23 16:00:00,76.59
2018-07-24 16:00:00,75.53
2018-07-25 16:00:00,77.16
2018-07-26 16:00:00,78.15
2018-07-27 16:00:00,76.89
2018-07-30 16:00:00,75.96
2018-07-31 16:00:00,76.91
2018-08-01 16:00:00,77.54
2018-08-02 16:00:00,78.65
2018-08-03 16:00:00,78.74
2018-08-06 16:00:00,79.51
2018-08-07 16:00:00,80.53
2018-08-08 16:00:00,80.5
2018-08-09 16:00:00,81.26
2018-08-10 16:00:00,80.73
2018-08-13 16:00:00,80.15
2018-08-14 16:00:00,80.14
2018-08-15 16:00:00,79.57
2018-08-16 16:00:00,80.05
2018-08-17 16:00:00,79.75
2018-08-20 16:00:00,82.18
2018-08-21 16:00:00,82.95
2018-08-22 16:00:00,82.64
2018-08-23 16:00:00,82.91
2018-08-24 16:00:00,82.45
2018-08-27 16:00:00,82.65
2018-08-28 16:00:00,82.58
2018-08-29 16:00:00,82.79
2018-08-30 16:00:00,81.4
2018-08-31 16:00:00,82.2
2018-09-04 16:00:00,79.6
2018-09-05 16:00:00,79.92
2018-09-06 16:00:00,80.4
2018-09-07 16:00:00,80.3
2018-09-10 16:00:00,82.1
2018-09-11 16:00:00,82.63
2018-09-12 16:00:00,83
2018-09-13 16:00:00,83.47
2018-09-14 16:00:00,83.49
2018-09-17 16:00:00,83.26
2018-09-18 16:00:00,85.26
2018-09-19 16:00:00,84.43
2018-09-20 16:00:00,85.37
2018-09-21 16:00:00,85.55
2018-09-24 16:00:00,84.27
2018-09-25 16:00:00,84.79
2018-09-26 16:00:00,83.7
2018-09-27 16:00:00,84.54
2018-09-28 16:00:00,84.72
2018-10-01 16:00:00,84.46
2018-10-02 16:00:00,82.77
2018-10-03 16:00:00,82.5
2018-10-04 16:00:00,80.18
2018-10-05 16:00:00,80.12
2018-10-08 16:00:00,80.23
2018-10-09 16:00:00,80.42
2018-10-10 16:00:00,74.94
2018-10-11 16:00:00,74.51
2018-10-12 16:00:00,75.91
2018-10-15 16:00:00,74.99
2018-10-16 16:00:00,77.48
2018-10-17 16:00:00,76.48
2018-10-18 16:00:00,75.6
2018-10-19 16:00:00,74.21
2018-10-22 16:00:00,74.9
2018-10-23 16:00:00,73.35
2018-10-24 16:00:00,72.12
2018-10-25 16:00:00,73.1
2018-10-26 16:00:00,72.07
2018-10-29 16:00:00,72.19
2018-10-30 16:00:00,74.51
2018-10-31 16:00:00,75.04
2018-11-01 16:00:00,76.79
2018-11-02 16:00:00,76.58
2018-11-05 16:00:00,77.53
2018-11-06 16:00:00,76.57
2018-11-07 16:00:00,77.97
2018-11-08 16:00:00,77.78
2018-11-09 16:00:00,76.36
2018-11-12 16:00:00,75.1
2018-11-13 16:00:00,75.2
2018-11-14 16:00:00,75.2
2018-11-15 16:00:00,74.33
2018-11-16 16:00:00,74.74
2018-11-19 16:00:00,72.52
2018-11-20 16:00:00,71.12
2018-11-21 16:00:00,72.37
2018-11-23 13:00:00,71.49
2018-11-26 16:00:00,72.71
2018-11-27 16:00:00,72.09
2018-11-28 16:00:00,74.66
2018-11-29 16:00:00,74.34
2018-11-30 16:00:00,75.12
2018-12-03 16:00:00,77.94
2018-12-04 16:00:00,75.79
2018-12-06 16:00:00,75.54
2018-12-07 16:00:00,73.34
2018-12-10 16:00:00,72.51
2018-12-11 16:00:00,73.57
2018-12-12 16:00:00,74.32
2018-12-13 16:00:00,72.93
2018-12-14 16:00:00,72.53
2018-12-17 16:00:00,69.9
2018-12-18 16:00:00,71.15
2018-12-19 16:00:00,68.97
2018-12-20 16:00:00,67.53
2018-12-21 16:00:00,72.37
2018-12-24 13:00:00,68.1
2018-12-26 16:00:00,73.01
2018-12-27 16:00:00,73.67
2018-12-28 16:00:00,73.34
2018-12-31 16:00:00,74.14
2019-01-02 16:00:00,74.06
2019-01-03 16:00:00,72.75
2019-01-04 16:00:00,74.65
2019-01-07 16:00:00,75.72
2019-01-08 16:00:00,76.73
2019-01-09 16:00:00,76.59
2019-01-10 16:00:00,76.42
2019-01-11 16:00:00,76.04
2019-01-14 16:00:00,76.09
2019-01-15 16:00:00,77.88
2019-01-16 16:00:00,77.68
2019-01-17 16:00:00,79.13
2019-01-18 16:00:00,80.45
2019-01-22 16:00:00,80.75
2019-01-23 16:00:00,80.5
2019-01-24 16:00:00,80.44
2019-01-25 16:00:00,80.61
2019-01-28 16:00:00,80.32
2019-01-29 16:00:00,80.22
2019-01-30 16:00:00,81.28
2019-01-31 16:00:00,81.88
2019-02-01 16:00:00,81.51
2019-02-04 16:00:00,81.99
2019-02-05 16:00:00,82.86
2019-02-06 16:00:00,82.71
2019-02-07 16:00:00,82.39
2019-02-08 16:00:00,82.36
2019-02-11 16:00:00,83.68
2019-02-12 16:00:00,84.71
2019-02-13 16:00:00,85.4
2019-02-14 16:00:00,84.68
2019-02-15 16:00:00,85.38
2019-02-19 16:00:00,84.57
2019-02-20 16:00:00,84.84
2019-02-21 16:00:00,83.95
2019-02-22 16:00:00,84.76
2019-02-25 16:00:00,85.17
2019-02-26 16:00:00,85.8
2019-02-27 16:00:00,86.17
2019-02-28 16:00:00,85.73
2019-03-01 16:00:00,87.16
2019-03-04 16:00:00,85.64
2019-03-05 16:00:00,85.44
2019-03-06 16:00:00,85.13
2019-03-07 16:00:00,85.26
2019-03-08 16:00:00,84.8
2019-03-11 16:00:00,85.82
2019-03-12 16:00:00,85.43
2019-03-13 16:00:00,85.93
2019-03-14 16:00:00,86.87
2019-03-15 16:00:00,86.8
2019-03-18 16:00:00,87.82
2019-03-19 16:00:00,87.69
2019-03-20 16:00:00,86.69
2019-03-21 16:00:00,88.01
2019-03-22 16:00:00,82.19
2019-03-25 16:00:00,82.33
2019-03-26 16:00:00,83.38
2019-03-27 16:00:00,83.09
2019-03-28 16:00:00,84.04
2019-03-29 16:00:00,84.21
2019-04-01 16:00:00,85.23
2019-04-02 16:00:00,84.37
2019-04-03 16:00:00,84.47
2019-04-04 16:00:00,85.28
2019-04-05 16:00:00,85.4
2019-04-08 16:00:00,84.73
2019-04-09 16:00:00,84.28
2019-04-10 16:00:00,84.88
2019-04-11 16:00:00,85
2019-04-12 16:00:00,86.24
2019-04-15 16:00:00,86.83
2019-04-16 16:00:00,87.8
2019-04-17 16:00:00,88.73
2019-04-18 16:00:00,89.2
2019-04-22 16:00:00,87.36
2019-04-23 16:00:00,87.43
2019-04-24 16:00:00,88.39
2019-04-25 16:00:00,87.56
2019-04-26 16:00:00,88.31
2019-04-29 16:00:00,88.26
2019-04-30 16:00:00,87.83
2019-05-01 16:00:00,85.9
